year,state_bill_number,state_bill_id
2010,SB 33,1581
2010,SB 34,1582
2010,SB 35,1607
2010,SB 36,1635
2010,SB 37,1731
2010,SB 38,1732
2010,SB 39,1591
2010,SB 40,1571
2010,SB 41,1631
2010,SB 42,1632
2010,SB 43,1697
2010,SB 44,1699
2010,SB 45,1778
2010,SB 46,1625
2010,SB 47,1749
2010,SB 48,1750
2010,SB 49,1753
2010,SB 50,1754
2010,SB 51,1691
2010,SB 52,1672
2010,SB 53,1624
2010,SB 54,1664
2010,SB 55,1755
2010,SB 56,1698
2010,SB 57,1734
2010,SB 58,1711
2010,SB 59,1710
2010,SB 60,1709
2010,SB 61,1735
2010,SB 62,1796
2010,SB 63,1707
2010,SB 64,1636
2010,SB 65,1841
2010,SB 66,1744
2010,SB 67,1818
2010,SB 68,1725
2010,SB 69,1860
2010,SB 70,1544
2010,SB 71,1455
2010,SB 72,1596
2010,SB 73,1524
2010,SB 74,1869
2010,SB 75,1867
2010,SB 76,1426
2010,SB 77,1546
2010,SB 78,1718
2010,SB 79,1757
2010,SB 80,1724
2010,SB 81,1817
2010,SB 82,1900
2010,SB 83,1643
2010,SB 84,1798
2010,SB 85,1879
2010,SB 86,1878
2010,SB 87,1665
2010,SB 88,1428
2010,SB 89,1545
2010,SB 90,1837
2010,SB 91,1805
2010,SB 92,1911
2010,SB 93,1728
2010,SB 94,1826
2010,SB 95,1729
2010,SB 96,1833
2010,SB 97,1892
2010,SB 98,1491
2010,SB 99,1737
2010,SB 100,1966
2010,SB 101,1873
2010,SB 102,1982
2010,SB 103,1903
2010,SB 104,1910
2010,SB 105,1743
2010,SB 106,1774
2010,SB 107,1832
2010,SB 108,1505
2010,SB 109,1657
2010,SB 110,1915
2010,SB 111,1443
2010,SB 112,2004
2010,SB 113,2007
2010,SB 114,1721
2010,SB 115,1764
2010,SB 116,1500
2010,SB 117,1991
2010,SB 118,1658
2010,SB 119,2023
2010,SB 120,1788
2010,SB 121,1955
2010,SB 122,1789
2010,SB 123,1679
2010,SB 124,1835
2010,SB 125,1990
2010,SB 126,1762
2010,SB 127,2027
2010,SB 128,1843
2010,SB 129,1501
2010,SB 130,1844
2010,SB 131,1927
2010,SB 132,1994
2010,SB 133,1889
2010,SB 134,1469
2010,SB 135,1714
2010,SB 136,1964
2010,SB 137,1914
2010,SB 138,1819
2010,SB 139,1820
2010,SB 140,1530
2010,SB 141,1659
2010,SB 142,1423
2010,SB 143,1559
2010,SB 144,1450
2010,SB 145,1406
2010,SB 146,2021
2010,SB 147,1961
2010,SB 148,1957
2010,SB 149,1956
2010,SB 150,1948
2010,SB 151,2013
2010,SB 152,1849
2010,SB 153,1494
2010,SB 154,1663
2010,SB 155,1968
2010,SB 156,1747
2010,SB 157,1969
2010,SB 158,2003
2010,SB 159,2029
2010,SB 160,1772
2010,SB 161,1947
2010,SB 162,1790
2010,SB 163,2041
2010,SB 164,2048
2010,SB 165,2058
2010,SB 166,2028
2010,SB 167,2005
2010,SB 168,2000
2010,SB 169,1912
2010,SB 170,1761
2010,SB 171,1937
2010,SB 172,1936
2010,SB 173,2079
2010,SB 174,2092
2010,SB 175,1598
2010,SB 176,2052
2010,SB 177,2094
2010,SB 178,2095
2010,SB 179,2055
2010,SB 180,2069
2010,SB 181,1945
2010,SB 182,2068
2010,SB 183,2077
2010,SB 184,2088
2010,SB 185,2078
2010,SB 186,2016
2010,SB 187,2115
2010,SB 188,2108
2010,SB 189,2100
2010,SB 190,2105
2010,SB 191,1518
2010,SB 192,2051
2010,SB 193,2086
2010,SB 194,2102
2010,SB 195,2117
2010,SB 196,2010
2010,SC 1,1684
2010,SC 2,1695
2010,SC 3,1866
2010,SC 4,1854
2010,SC 5,1828
2010,SC 6,2090
2010,SC 7,2089
2010,SC 8,1694
2010,SC 9,1941
2010,SC 10,1385
2010,SC 11,1386
2010,SC 12,2119
2010,SC 13,2122
2010,SC 14,2123
2010,SC 15,2126
2010,SC 16,2127
2010,SC 17,2124
2010,SC 18,2132
2010,SC 19,2137
2010,SC 20,2139
2010,SC 21,2114
2010,SC 22,2152
2010,SC 23,2151
2010,SC 24,2146
2010,SC 25,2160
2010,SC 26,2159
2010,SC 27,2150
2010,SC 28,2165
2010,SC 29,2163
2010,SC 30,2172
2010,SCR 1,1972
2010,SCR 2,2082
2010,SCR 3,2073
2010,SCR 4,2135
2010,SCR 5,2106
2010,SJR 1,1461
2010,SJR 2,1890
2010,SJR 3,1531
2010,SJR 4,1852
2010,SJR 5,1857
2010,SJR 6,1655
2010,SJR 7,2008
2011,HB 1001,2184
2011,HB 1002,2217
2011,HB 1003,2178
2011,HB 1004,2403
2011,HB 1005,2394
2011,HB 1006,2395
2011,HB 1007,2391
2011,HB 1008,2393
2011,HB 1009,2400
2011,HB 1010,2379
2011,HB 1011,2388
2011,HB 1012,2350
2011,HB 1013,2352
2011,HB 1014,2345
2011,HB 1015,2323
2011,HB 1016,2405
2011,HB 1017,2359
2011,HB 1018,2360
2011,HB 1019,2361
2011,HB 1020,2362
2011,HB 1021,2363
2011,HB 1022,2406
2011,HB 1023,2407
2011,HB 1024,2408
2011,HB 1025,2329
2011,HB 1026,2332
2011,HB 1027,2334
2011,HB 1028,2356
2011,HB 1029,2343
2011,HB 1030,2374
2011,HB 1031,2376
2011,HB 1032,2331
2011,HB 1033,2330
2011,HB 1034,2338
2011,HB 1035,2336
2011,HB 1036,2188
2011,HB 1037,2440
2011,HB 1038,2259
2011,HB 1039,2260
2011,HB 1040,2261
2011,HB 1041,2435
2011,HB 1042,2258
2011,HB 1043,2257
2011,HB 1044,2328
2011,HB 1045,2251
2011,HB 1046,2466
2011,HB 1047,2439
2011,HB 1048,2503
2011,HB 1049,2469
2011,HB 1050,2198
2011,HB 1051,2287
2011,HB 1052,2289
2011,HB 1053,2532
2011,HB 1054,2480
2011,HB 1055,2590
2011,HB 1056,2526
2011,HB 1057,2306
2011,HB 1058,2629
2011,HB 1059,2248
2011,HB 1060,2203
2011,HB 1061,2300
2011,HB 1062,2482
2011,HB 1063,2717
2011,HB 1064,2552
2011,HB 1065,2659
2011,HB 1066,2591
2011,HB 1067,2586
2011,HB 1068,2504
2011,HB 1069,2485
2011,HB 1070,2450
2011,HB 1071,2568
2011,HB 1072,2554
2011,HB 1073,2551
2011,HB 1074,2619
2011,HB 1075,2509
2011,HB 1076,2543
2011,HB 1077,2675
2011,HB 1078,2604
2011,HB 1079,2609
2011,HB 1080,2548
2011,HB 1081,2549
2011,HB 1082,2603
2011,HB 1083,2431
2011,HB 1084,2433
2011,HB 1085,2424
2011,HB 1086,2490
2011,HB 1087,2662
2011,HB 1088,2515
2011,HB 1089,2664
2011,HB 1090,2481
2011,HB 1091,2204
2011,HB 1092,2373
2011,HB 1093,2506
2011,HB 1094,2644
2011,HB 1095,2438
2011,HB 1096,2383
2011,HB 1097,2269
2011,HB 1098,2608
2011,HB 1099,2731
2011,HB 1100,2292
2011,HB 1101,2309
2011,HB 1102,2518
2011,HB 1103,2497
2011,HB 1104,2640
2011,HB 1105,2563
2011,HB 1106,2720
2011,HB 1107,2239
2011,HB 1108,2494
2011,HB 1109,2628
2011,HB 1110,2404
2011,HB 1111,2633
2011,HB 1112,2724
2011,HB 1113,2725
2011,HB 1114,2669
2011,HB 1115,2760
2011,HB 1116,2761
2011,HB 1117,2186
2011,HB 1118,2311
2011,HB 1119,2556
2011,HB 1120,2516
2011,HB 1121,2308
2011,HB 1122,2294
2011,HB 1123,2226
2011,HB 1124,2225
2011,HB 1125,2617
2011,HB 1126,2621
2011,HB 1127,2231
2011,HB 1128,2627
2011,HB 1129,2709
2011,HB 1130,2565
2011,HB 1131,2213
2011,HB 1132,2593
2011,HB 1133,2521
2011,HB 1134,2419
2011,HB 1135,2493
2011,HB 1136,2634
2011,HB 1137,2245
2011,HB 1138,2754
2011,HB 1139,2682
2011,HB 1140,2566
2011,HB 1141,2646
2011,HB 1142,2606
2011,HB 1143,2740
2011,HB 1144,2206
2011,HB 1145,2733
2011,HB 1146,2478
2011,HB 1147,2686
2011,HB 1148,2462
2011,HB 1149,2612
2011,HB 1150,2713
2011,HB 1151,2711
2011,HB 1152,2803
2011,HB 1153,2507
2011,HB 1154,2610
2011,HB 1155,2414
2011,HB 1156,2567
2011,HB 1157,2613
2011,HB 1158,2732
2011,HB 1159,2483
2011,HB 1160,2658
2011,HB 1161,2773
2011,HB 1162,2648
2011,HB 1163,2688
2011,HB 1164,2598
2011,HB 1165,2579
2011,HB 1166,2631
2011,HB 1167,2653
2011,HB 1168,2214
2011,HB 1169,2451
2011,HB 1170,2449
2011,HB 1171,2572
2011,HB 1172,2777
2011,HB 1173,2823
2011,HB 1174,2758
2011,HB 1175,2650
2011,HB 1176,2569
2011,HB 1177,2524
2011,HB 1178,2436
2011,HB 1179,2663
2011,HB 1180,2779
2011,HB 1181,2561
2011,HB 1182,2562
2011,HB 1183,2432
2011,HB 1184,2460
2011,HB 1185,2247
2011,HB 1186,2286
2011,HB 1187,2753
2011,HB 1188,2367
2011,HB 1189,2764
2011,HB 1190,2851
2011,HB 1191,2775
2011,HB 1192,2722
2011,HB 1193,2194
2011,HB 1194,2776
2011,HB 1195,2866
2011,HB 1196,2280
2011,HB 1197,2264
2011,HB 1198,2182
2011,HB 1199,2583
2011,HB 1200,2867
2011,HB 1201,2855
2011,HB 1202,2870
2011,HB 1203,2368
2011,HB 1204,2821
2011,HB 1205,2423
2011,HB 1206,2794
2011,HB 1207,2863
2011,HB 1208,2886
2011,HB 1209,2838
2011,HB 1210,2676
2011,HB 1211,2594
2011,HB 1212,2602
2011,HB 1213,2380
2011,HB 1214,2680
2011,HB 1215,2701
2011,HB 1216,2560
2011,HB 1217,2763
2011,HB 1218,2860
2011,HB 1219,2657
2011,HB 1220,2883
2011,HB 1221,2536
2011,HB 1222,2520
2011,HB 1223,2875
2011,HB 1224,2874
2011,HB 1225,2570
2011,HB 1226,2700
2011,HB 1227,2822
2011,HB 1228,2786
2011,HB 1229,2787
2011,HB 1230,2788
2011,HB 1231,2818
2011,HB 1232,2819
2011,HB 1233,2811
2011,HB 1234,2868
2011,HB 1235,2755
2011,HB 1236,2272
2011,HB 1237,2660
2011,HB 1238,2808
2011,HB 1239,2836
2011,HB 1240,2837
2011,HB 1241,2888
2011,HB 1242,2873
2011,HB 1243,2830
2011,HB 1244,2824
2011,HB 1245,2831
2011,HB 1246,2322
2011,HB 1247,2825
2011,HB 1248,2790
2011,HB 1249,2843
2011,HB 1250,2859
2011,HB 1251,2820
2011,HB 1252,2193
2011,HB 1253,2853
2011,HB 1254,2880
2011,HB 1255,2797
2011,HB 1256,2887
2011,HC 1001,2276
2011,HC 1002,2277
2011,HC 1003,2511
2011,HC 1004,2693
2011,HC 1005,2699
2011,HC 1006,2781
2011,HC 1007,2666
2011,HC 1008,2890
2011,HC 1009,2907
2011,HC 1010,2879
2011,HC 1011,2924
2011,HC 1012,2814
2011,HC 1013,2812
2011,HC 1014,2910
2011,HC 1015,2929
2011,HC 1016,2813
2011,HC 1017,2906
2011,HC 1018,2943
2011,HC 1019,2908
2011,HC 1020,2845
2011,HC 1021,2940
2011,HC 1022,2925
2011,HC 1023,2933
2011,HC 1024,2911
2011,HC 1025,2962
2011,HC 1026,2965
2011,HC 1027,2918
2011,HC 1028,2959
2011,HC 1029,2891
2011,HC 1030,2971
2011,HC 1031,2972
2011,HC 1032,2961
2011,HC 1033,2964
2011,HC 1034,2960
2011,HC 1035,2963
2011,HC 1036,2976
2011,HC 1037,2968
2011,HC 1038,2970
2011,HC 1039,2953
2011,HC 1040,2954
2011,HC 1041,2955
2011,HC 1042,2957
2011,HC 1043,2956
2011,HC 1044,2674
2011,HC 1045,2672
2011,HC 1046,2673
2011,HC 1047,2979
2011,HC 1048,2975
2011,HC 1049,2974
2011,HC 1050,2973
2011,HC 1051,2987
2011,HC 1052,2983
2011,HC 1053,2986
2011,HCR 1001,2668
2011,HCR 1002,2546
2011,HCR 1003,2555
2011,HCR 1004,2912
2011,HCR 1005,2923
2011,HCR 1006,2884
2011,HCR 1007,2931
2011,HCR 1008,2765
2011,HCR 1009,2917
2011,HCR 1010,2921
2011,HCR 1011,2945
2011,HCR 1012,2916
2011,HCR 1013,2947
2011,HJR 1001,2712
2011,HJR 1002,2238
2011,HJR 1003,2727
2011,HJR 1004,2220
2011,SB 1,2177
2011,SB 2,2176
2011,SB 3,2187
2011,SB 4,2355
2011,SB 5,2354
2011,SB 6,2365
2011,SB 7,2357
2011,SB 8,2364
2011,SB 9,2411
2011,SB 10,2392
2011,SB 11,2422
2011,SB 12,2385
2011,SB 13,2386
2011,SB 14,2387
2011,SB 15,2349
2011,SB 16,2351
2011,SB 17,2429
2011,SB 18,2344
2011,SB 19,2347
2011,SB 20,2348
2011,SB 21,2324
2011,SB 22,2366
2011,SB 23,2313
2011,SB 24,2314
2011,SB 25,2315
2011,SB 26,2425
2011,SB 27,2442
2011,SB 28,2353
2011,SB 29,2459
2011,SB 30,2458
2011,SB 31,2457
2011,SB 32,2456
2011,SB 33,2455
2011,SB 34,2454
2011,SB 35,2453
2011,SB 36,2452
2011,SB 37,2358
2011,SB 38,2427
2011,SB 39,2416
2011,SB 40,2340
2011,SB 41,2341
2011,SB 42,2333
2011,SB 43,2335
2011,SB 44,2337
2011,SB 45,2339
2011,SB 46,2342
2011,SB 47,2444
2011,SB 48,2377
2011,SB 49,2443
2011,SB 50,2346
2011,SB 51,2447
2011,SB 52,2428
2011,SB 53,2496
2011,SB 54,2484
2011,SB 55,2298
2011,SB 56,2592
2011,SB 57,2296
2011,SB 58,2278
2011,SB 59,2196
2011,SB 60,2558
2011,SB 61,2681
2011,SB 62,2683
2011,SB 63,2531
2011,SB 64,2537
2011,SB 65,2222
2011,SB 66,2202
2011,SB 67,2397
2011,SB 68,2399
2011,SB 69,2527
2011,SB 70,2244
2011,SB 71,2514
2011,SB 72,2698
2011,SB 73,2270
2011,SB 74,2718
2011,SB 75,2305
2011,SB 76,2585
2011,SB 77,2677
2011,SB 78,2550
2011,SB 79,2535
2011,SB 80,2470
2011,SB 81,2622
2011,SB 82,2759
2011,SB 83,2382
2011,SB 84,2641
2011,SB 85,2275
2011,SB 86,2596
2011,SB 87,2522
2011,SB 88,2643
2011,SB 89,2401
2011,SB 90,2487
2011,SB 91,2283
2011,SB 92,2559
2011,SB 93,2547
2011,SB 94,2587
2011,SB 95,2647
2011,SB 96,2304
2011,SB 97,2384
2011,SB 98,2372
2011,SB 99,2690
2011,SB 100,2697
2011,SB 101,2519
2011,SB 102,2498
2011,SB 103,2670
2011,SB 104,2273
2011,SB 105,2475
2011,SB 106,2446
2011,SB 107,2321
2011,SB 108,2201
2011,SB 109,2638
2011,SB 110,2679
2011,SB 111,2390
2011,SB 112,2303
2011,SB 113,2702
2011,SB 114,2738
2011,SB 115,2476
2011,SB 116,2477
2011,SB 117,2252
2011,SB 118,2253
2011,SB 119,2597
2011,SB 120,2595
2011,SB 121,2707
2011,SB 122,2600
2011,SB 123,2208
2011,SB 124,2486
2011,SB 125,2577
2011,SB 126,2421
2011,SB 127,2616
2011,SB 128,2575
2011,SB 129,2448
2011,SB 130,2642
2011,SB 131,2190
2011,SB 132,2741
2011,SB 133,2747
2011,SB 134,2750
2011,SB 135,2749
2011,SB 136,2748
2011,SB 137,2723
2011,SB 138,2528
2011,SB 139,2784
2011,SB 140,2815
2011,SB 141,2768
2011,SB 142,2809
2011,SB 143,2719
2011,SB 144,2706
2011,SB 145,2578
2011,SB 146,2703
2011,SB 147,2704
2011,SB 148,2810
2011,SB 149,2262
2011,SB 150,2849
2011,SB 151,2420
2011,SB 152,2530
2011,SB 153,2857
2011,SB 154,2756
2011,SB 155,2778
2011,SB 156,2542
2011,SB 157,2651
2011,SB 158,2856
2011,SB 159,2864
2011,SB 160,2858
2011,SB 161,2573
2011,SB 162,2850
2011,SB 163,2862
2011,SB 164,2742
2011,SB 165,2771
2011,SB 166,2881
2011,SB 167,2882
2011,SB 168,2871
2011,SB 169,2793
2011,SB 170,2620
2011,SB 171,2757
2011,SB 172,2833
2011,SB 173,2692
2011,SB 174,2599
2011,SB 175,2774
2011,SB 176,2802
2011,SB 177,2691
2011,SB 178,2796
2011,SB 179,2263
2011,SB 180,2312
2011,SB 181,2885
2011,SB 182,2282
2011,SB 183,2840
2011,SB 184,2789
2011,SB 185,2827
2011,SB 186,2828
2011,SB 187,2844
2011,SB 188,2832
2011,SB 189,2846
2011,SB 190,2842
2011,SB 191,2829
2011,SB 192,2826
2011,SB 193,2398
2011,SB 194,2839
2011,SB 195,2806
2011,SB 196,2792
2011,SB 197,2889
2011,SB 198,2284
2011,SB 199,2800
2011,SB 200,2791
2011,SB 201,2736
2011,SB 202,2785
2011,SC 1,2589
2011,SC 2,2523
2011,SC 3,2835
2011,SC 4,2834
2011,SC 5,2735
2011,SC 6,2665
2011,SC 7,2893
2011,SC 8,2894
2011,SC 9,2495
2011,SC 10,2739
2011,SC 11,2930
2011,SC 12,2927
2011,SC 13,2939
2011,SC 14,2926
2011,SC 15,2909
2011,SC 16,2952
2011,SC 17,2958
2011,SC 18,2969
2011,SC 19,2966
2011,SC 20,2978
2011,SC 21,2982
2011,SC 22,2981
2011,SC 23,2984
2011,SCR 1,2463
2011,SCR 2,2389
2011,SCR 3,2716
2011,SCR 4,2224
2011,SCR 5,2782
2011,SCR 6,2949
2011,SCR 7,2944
2011,SCR 8,2510
2011,SCR 9,2980
2011,SJR 1,2804
2012,HB 1001,3011
2012,HB 1002,3048
2012,HB 1003,3042
2012,HB 1004,3150
2012,HB 1005,3296
2012,HB 1006,3321
2012,HB 1007,3320
2012,HB 1008,3158
2012,HB 1009,3332
2012,HB 1010,3228
2012,HB 1011,3347
2012,HB 1012,3348
2012,HB 1013,3349
2012,HB 1014,3170
2012,HB 1015,3390
2012,HB 1016,3353
2012,HB 1017,3354
2012,HB 1018,3162
2012,HB 1019,3163
2012,HB 1020,3395
2012,HB 1021,3270
2012,HB 1022,3298
2012,HB 1023,3269
2012,HB 1024,3272
2012,HB 1025,3271
2012,HB 1026,3195
2012,HB 1027,3196
2012,HB 1028,3199
2012,HB 1029,3273
2012,HB 1030,3213
2012,HB 1031,3193
2012,HB 1032,3166
2012,HB 1033,3179
2012,HB 1034,3178
2012,HB 1035,3181
2012,HB 1036,3318
2012,HB 1037,3203
2012,HB 1038,3212
2012,HB 1039,3186
2012,HB 1040,3409
2012,HB 1041,3410
2012,HB 1042,3412
2012,HB 1043,3413
2012,HB 1044,3426
2012,HB 1045,3185
2012,HB 1046,3359
2012,HB 1047,3330
2012,HB 1048,3253
2012,HB 1049,3251
2012,HB 1050,3250
2012,HB 1051,3444
2012,HB 1052,3468
2012,HB 1053,3092
2012,HB 1054,3337
2012,HB 1055,3336
2012,HB 1056,3340
2012,HB 1057,3493
2012,HB 1058,3378
2012,HB 1059,3099
2012,HB 1060,3377
2012,HB 1061,3368
2012,HB 1062,3372
2012,HB 1063,3373
2012,HB 1064,3374
2012,HB 1065,3375
2012,HB 1066,3310
2012,HB 1067,3146
2012,HB 1068,3201
2012,HB 1069,3440
2012,HB 1070,3476
2012,HB 1071,3224
2012,HB 1072,3497
2012,HB 1073,3404
2012,HB 1074,3036
2012,HB 1075,3260
2012,HB 1076,3391
2012,HB 1077,3496
2012,HB 1078,3041
2012,HB 1079,3256
2012,HB 1080,3245
2012,HB 1081,3508
2012,HB 1082,3222
2012,HB 1083,3451
2012,HB 1084,3243
2012,HB 1085,3242
2012,HB 1086,3238
2012,HB 1087,3252
2012,HB 1088,3026
2012,HB 1089,3129
2012,HB 1090,3358
2012,HB 1091,3125
2012,HB 1092,3357
2012,HB 1093,3549
2012,HB 1094,3381
2012,HB 1095,3370
2012,HB 1096,3485
2012,HB 1097,3568
2012,HB 1098,3096
2012,HB 1099,3465
2012,HB 1100,3452
2012,HB 1101,3600
2012,HB 1102,3693
2012,HB 1103,3601
2012,HB 1104,3605
2012,HB 1105,3240
2012,HB 1106,3237
2012,HB 1107,3556
2012,HB 1108,3069
2012,HB 1109,3399
2012,HB 1110,3394
2012,HB 1111,3402
2012,HB 1112,3112
2012,HB 1113,3027
2012,HB 1114,3522
2012,HB 1115,3557
2012,HB 1116,3019
2012,HB 1117,3035
2012,HB 1118,3534
2012,HB 1119,3537
2012,HB 1120,3528
2012,HB 1121,3638
2012,HB 1122,3573
2012,HB 1123,3498
2012,HB 1124,3552
2012,HB 1125,3642
2012,HB 1126,3566
2012,HB 1127,3478
2012,HB 1128,3477
2012,HB 1129,3574
2012,HB 1130,3111
2012,HB 1131,3106
2012,HB 1132,3631
2012,HB 1133,3117
2012,HB 1134,3141
2012,HB 1135,3651
2012,HB 1136,3653
2012,HB 1137,3652
2012,HB 1138,3463
2012,HB 1139,3039
2012,HB 1140,3045
2012,HB 1141,3044
2012,HB 1142,3046
2012,HB 1143,3542
2012,HB 1144,3660
2012,HB 1145,3023
2012,HB 1146,3369
2012,HB 1147,3121
2012,HB 1148,3640
2012,HB 1149,3471
2012,HB 1150,3606
2012,HB 1151,3510
2012,HB 1152,3393
2012,HB 1153,3639
2012,HB 1154,3623
2012,HB 1155,3065
2012,HB 1156,3156
2012,HB 1157,3124
2012,HB 1158,3151
2012,HB 1159,3599
2012,HB 1160,3581
2012,HB 1161,3258
2012,HB 1162,3398
2012,HB 1163,3231
2012,HB 1164,3654
2012,HB 1165,3626
2012,HB 1166,3521
2012,HB 1167,3152
2012,HB 1168,3520
2012,HB 1169,3324
2012,HB 1170,3052
2012,HB 1171,3277
2012,HB 1172,3155
2012,HB 1173,3017
2012,HB 1174,3329
2012,HB 1175,3551
2012,HB 1176,3034
2012,HB 1177,3546
2012,HB 1178,3397
2012,HB 1179,3128
2012,HB 1180,3268
2012,HB 1181,3127
2012,HB 1182,3047
2012,HB 1183,3484
2012,HB 1184,3015
2012,HB 1185,3615
2012,HB 1186,3313
2012,HB 1187,3350
2012,HB 1188,3056
2012,HB 1189,3540
2012,HB 1190,3309
2012,HB 1191,3110
2012,HB 1192,3617
2012,HB 1193,3616
2012,HB 1194,3563
2012,HB 1195,3325
2012,HB 1196,3507
2012,HB 1197,3621
2012,HB 1198,3104
2012,HB 1199,3575
2012,HB 1200,3022
2012,HB 1201,3620
2012,HB 1202,3555
2012,HB 1203,3531
2012,HB 1204,3656
2012,HB 1205,3389
2012,HB 1206,3577
2012,HB 1207,3696
2012,HB 1208,3464
2012,HB 1209,3561
2012,HB 1210,3664
2012,HB 1211,3724
2012,HB 1212,3587
2012,HB 1213,3682
2012,HB 1214,3315
2012,HB 1215,3511
2012,HB 1216,3449
2012,HB 1217,3095
2012,HB 1218,3312
2012,HB 1219,3686
2012,HB 1220,3685
2012,HB 1221,3597
2012,HB 1222,3120
2012,HB 1223,3030
2012,HB 1224,3083
2012,HB 1225,3608
2012,HB 1226,3115
2012,HB 1227,3565
2012,HB 1228,3619
2012,HB 1229,3541
2012,HB 1230,3736
2012,HB 1231,3705
2012,HB 1232,3227
2012,HB 1233,3730
2012,HB 1234,3578
2012,HB 1235,3571
2012,HB 1236,3725
2012,HB 1237,3518
2012,HB 1238,3038
2012,HB 1239,3710
2012,HB 1240,3668
2012,HB 1241,3692
2012,HB 1242,3666
2012,HB 1243,3709
2012,HB 1244,3741
2012,HB 1245,3586
2012,HB 1246,3675
2012,HB 1247,3489
2012,HB 1248,3697
2012,HB 1249,3755
2012,HB 1250,3536
2012,HB 1251,3545
2012,HB 1252,3749
2012,HB 1253,3604
2012,HB 1254,3715
2012,HB 1255,3716
2012,HB 1256,3754
2012,HB 1257,3603
2012,HB 1258,3671
2012,HB 1259,3308
2012,HB 1260,3293
2012,HB 1261,3524
2012,HB 1262,3733
2012,HB 1263,3142
2012,HB 1264,3530
2012,HB 1265,3745
2012,HB 1266,3761
2012,HB 1267,3757
2012,HB 1268,3734
2012,HB 1269,3499
2012,HB 1270,3500
2012,HB 1271,3720
2012,HB 1272,3382
2012,HB 1273,3548
2012,HB 1274,3672
2012,HC 1001,3361
2012,HC 1002,3384
2012,HC 1003,3544
2012,HC 1004,3259
2012,HC 1005,3455
2012,HC 1006,3481
2012,HC 1007,3580
2012,HC 1008,3094
2012,HC 1009,3407
2012,HC 1010,3579
2012,HC 1011,3771
2012,HC 1012,3624
2012,HC 1013,3764
2012,HC 1014,3766
2012,HC 1015,3772
2012,HC 1016,3760
2012,HC 1017,3779
2012,HC 1018,3727
2012,HC 1019,3765
2012,HC 1020,3625
2012,HC 1021,3785
2012,HC 1022,3792
2012,HC 1023,3814
2012,HC 1024,3826
2012,HC 1025,3799
2012,HC 1026,3821
2012,HC 1027,3822
2012,HC 1028,3820
2012,HC 1029,3819
2012,HC 1030,3824
2012,HC 1031,3816
2012,HC 1032,3815
2012,HC 1033,3825
2012,HC 1034,3818
2012,HC 1035,3823
2012,HC 1036,3830
2012,HC 1037,3831
2012,HC 1038,3832
2012,HC 1039,3800
2012,HC 1040,3833
2012,HC 1041,3836
2012,HC 1042,3827
2012,HC 1043,3839
2012,HC 1044,3837
2012,HC 1045,3840
2012,HC 1046,3838
2012,HC 1047,3842
2012,HC 1048,3828
2012,HC 1049,3855
2012,HC 1050,3853
2012,HC 1051,3854
2012,HC 1052,3856
2012,HC 1053,3848
2012,HC 1054,3844
2012,HC 1055,3852
2012,HC 1056,3847
2012,HC 1057,3843
2012,HC 1058,3849
2012,HC 1059,3851
2012,HC 1060,3845
2012,HC 1061,3850
2012,HC 1062,3846
2012,HC 1063,3858
2012,HC 1064,3841
2012,HCR 1001,3607
2012,HCR 1002,3609
2012,HCR 1003,3554
2012,HCR 1004,3611
2012,HCR 1005,3706
2012,HCR 1006,3316
2012,HCR 1007,3084
2012,HCR 1008,3778
2012,HCR 1009,3786
2012,HCR 1010,3613
2012,HCR 1011,3784
2012,HCR 1012,3788
2012,HCR 1013,3793
2012,HCR 1014,3776
2012,HCR 1015,3801
2012,HCR 1016,3797
2012,HCR 1017,3805
2012,HCR 1018,3806
2012,HJR 1001,3502
2012,HJR 1002,3218
2012,HJR 1003,3200
2012,HJR 1004,3217
2012,HJR 1005,3383
2012,HJR 1006,3657
2012,HJR 1007,3658
2012,HJR 1008,3747
2012,HJR 1009,3746
2012,HJR 1010,3759
2012,SB 1,3008
2012,SB 2,3059
2012,SB 3,3165
2012,SB 4,3164
2012,SB 5,3297
2012,SB 6,3317
2012,SB 7,3223
2012,SB 8,3388
2012,SB 9,3226
2012,SB 10,3161
2012,SB 11,3171
2012,SB 12,3439
2012,SB 13,3197
2012,SB 14,3198
2012,SB 15,3344
2012,SB 16,3274
2012,SB 17,3194
2012,SB 18,3169
2012,SB 19,3167
2012,SB 20,3168
2012,SB 21,3363
2012,SB 22,3442
2012,SB 23,3229
2012,SB 24,3333
2012,SB 25,3326
2012,SB 26,3184
2012,SB 27,3175
2012,SB 28,3180
2012,SB 29,3342
2012,SB 30,3343
2012,SB 31,3108
2012,SB 32,3182
2012,SB 33,3177
2012,SB 34,3183
2012,SB 35,3319
2012,SB 36,3346
2012,SB 37,3204
2012,SB 38,3205
2012,SB 39,3433
2012,SB 40,3432
2012,SB 41,3431
2012,SB 42,3430
2012,SB 43,3429
2012,SB 44,3428
2012,SB 45,3447
2012,SB 46,3445
2012,SB 47,3446
2012,SB 48,3414
2012,SB 49,3411
2012,SB 50,3189
2012,SB 51,3191
2012,SB 52,3190
2012,SB 53,3192
2012,SB 54,3188
2012,SB 55,3187
2012,SB 56,3460
2012,SB 57,3461
2012,SB 58,3174
2012,SB 59,3562
2012,SB 60,3517
2012,SB 61,3516
2012,SB 62,3291
2012,SB 63,3550
2012,SB 64,3467
2012,SB 65,3405
2012,SB 66,3153
2012,SB 67,3543
2012,SB 68,3122
2012,SB 69,3569
